,Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Popularity,BS,IGS,Club,League,Country,Height(cm),Weight(kg),Body Type
14472,Go Hatano,65,GK,Normal,700.0,1,3,M \ M,66,66,60,67,24,63,0,346,629,F.C. Tokyo,Meiji Yasuda J1 (JPN 1),Japan,198,97, High & Average
14473,Andreas Bruus,65,RWB,Normal,500.0,2,3,H \ M,86,52,59,62,57,69,5,385,1758,Brøndby IF,3F Superliga (DEN 1),Denmark,184,79, Average
14474,Calvin Bassey,65,LB,Normal,900.0,2,3,M \ M,72,39,52,60,63,72,160,358,1624,Rangers,Scottish Premiership (SPFL),England,185,76, High & Average
14475,Ramiro Guerra,65,CDM,Normal,500.0,2,3,L \ H,48,55,57,63,63,59,1,345,1622,Villarreal CF,LaLiga Santander,Uruguay,183,75, Average
14476,Mario Hernández,65,RB,Normal,650.0,2,3,M \ M,71,31,47,47,65,66,2,327,1491,Rayo Vallecano,LaLiga Santander,Spain,178,69, Average
14477,Binbin Chen,65,LM,Normal,700.0,3,4,H \ M,83,60,61,65,40,66,4,375,1743,Shanghai SIPG,Chinese FA Super L. (CHN 1),China PR,175,68, Stocky
14478,Sultan Farhan,65,CDM,Normal,550.0,2,2,M \ M,66,42,52,57,62,80,4,359,1628,Al Raed,MBS Pro League (SAU 1),Saudi Arabia,170,70, Short & Lean-
14479,Stephen Odey,65,ST,Normal,600.0,3,3,H \ L,88,60,45,67,33,66,-10,359,1632,Randers FC,3F Superliga (DEN 1),Nigeria,182,78, Average
14481,Juan Brandáriz Movilla,65,CB,Normal,700.0,2,3,M \ M,53,36,48,54,66,67,2,324,1524,UD Almería,LaLiga SmartBank (ESP 2),Spain,186,78, High & Average+
14482,Daiki Sugioka,65,LM,Normal,650.0,2,3,M \ M,69,56,65,63,61,72,1,386,1793,Shonan Bellmare,Meiji Yasuda J1 (JPN 1),Japan,182,75, Lean
14484,Wilhelm Vorsager,65,CDM,Normal,600.0,2,3,M \ M,49,60,62,64,63,70,0,368,1743,Admira Wacker,Ö Bundesliga (AUT 1),Austria,189,78, High & Average+
14485,Nasser Al Dawsari,65,CM,Normal,650.0,3,3,M \ M,70,51,67,68,58,60,21,374,1741,Al Hilal,MBS Pro League (SAU 1),Saudi Arabia,178,68, Average
14486,Trova Boni,65,CB,Normal,700.0,2,3,M \ M,55,35,48,53,64,70,4,325,1493,Belenenses,Liga NOS (POR 1),Burkina Faso,188,84, High & Average
14487,Ryo Germain,65,ST,Normal,650.0,3,2,H \ L,83,63,50,61,34,69,7,360,1614,Yokohama FC,Meiji Yasuda J1 (JPN 1),Japan,182,75, Average
14488,Siphosakhe Ntiya-Ntiya,65,LB,Normal,650.0,2,3,M \ M,73,29,51,62,63,55,6,333,1534,Kaizer Chiefs,South African FL (RSA 1),South Africa,166,62, Short & Lean-
14489,Lennart Moser,65,GK,Normal,600.0,1,3,M \ M,69,63,58,68,24,61,4,343,609,SK Austria Klagenfurt,Ö Bundesliga (AUT 1),Germany,196,88, High & Average
14490,Joaquín Blázquez,65,GK,Sudamericana,700.0,1,3,M \ M,63,59,63,69,23,67,2,344,657,Talleres,CONMEBOL Sudamericana,Argentina,193,87, High & Average
14491,Ola Solbakken,65,LW,Normal,650.0,3,4,M \ L,79,58,58,66,32,65,42,358,1605,FK Bodø/Glimt,Eliteserien (NOR 1),Norway,186,79, High & Average
14492,Rasmus Alm,65,RW,Normal,900.0,3,3,M \ M,83,60,60,66,36,62,4,367,1692,IF Elfsborg,Allsvenskan (SWE 1),Sweden,174,70, Average
14494,Christoph Klarer,65,CB,Normal,700.0,2,3,L \ M,53,33,47,45,65,68,2,311,1434,Düsseldorf,Bundesliga 2 (GER 2),Austria,191,82, High & Average+
14495,Alexandru Benga,65,CB,Normal,600.0,2,2,M \ M,64,35,43,42,66,77,1,327,1495,UTA Arad,Liga I (ROM 1),Romania,188,83, High & Average
14496,Florin Purece,65,CAM,Normal,1200.0,3,3,M \ L,74,62,63,65,38,58,0,360,1675,FC Farul Constanta,Liga I (ROM 1),Romania,182,73, Lean
14497,Thomas Buitink,65,ST,Normal,750.0,2,3,M \ M,66,67,54,65,25,65,4,342,1613,Vitesse,Eredivisie,Netherlands,174,68, Average
14498,Hirokazu Ishihara,65,CB,Normal,1100.0,2,3,M \ H,70,55,61,64,67,62,6,379,1818,Shonan Bellmare,Meiji Yasuda J1 (JPN 1),Japan,169,65, Short & Lean-
14500,Odin Luraas Bjørtuft,65,CB,Normal,600.0,2,3,M \ M,65,28,52,51,66,68,0,330,1554,Odds BK,Eliteserien (NOR 1),Norway,185,75, High & Average
14501,Tobias Christensen,65,CAM,Normal,1500.0,3,3,H \ M,71,55,63,69,43,60,1,361,1695,Vålerenga Fotball,Eliteserien (NOR 1),Norway,178,73, Lean
14503,Alex Roldan,65,RM,Normal,800.0,3,2,H \ M,68,55,61,66,62,67,27,379,1741,Seattle Sounders,Major League Soccer,El Salvador,178,70, Average
14505,Afeez Aremu,65,CDM,Normal,700.0,3,3,M \ M,71,55,53,66,64,74,6,383,1768,FC St. Pauli,Bundesliga 2 (GER 2),Nigeria,181,77, Average
14506,Hayden Carter,65,CB,Normal,700.0,2,3,M \ M,64,26,43,45,65,72,0,315,1432,Blackburn Rovers,EFL Championship (ENG 2),England,188,67, High & Average
14507,Aleksandar Šušnjar,65,CB,Normal,650.0,2,3,M \ M,64,44,57,55,62,82,-4,364,1657,Macarthur FC,A-League (AUS 1),Australia,191,81, High & Average
14508,Arvin Appiah,65,RM,Normal,1000.0,3,3,H \ H,92,60,52,71,28,39,11,342,1554,UD Almería,LaLiga SmartBank (ESP 2),England,175,63, Lean
14509,Efrain Alvarez,65,RM,Normal,400.0,3,3,M \ L,67,61,64,70,28,43,2,333,1598,LA Galaxy,Major League Soccer,Mexico,173,68, Average
14510,Mateusz Cholewiak,65,LM,Normal,700.0,2,2,H \ H,87,62,58,64,59,63,2,393,1771,Górnik Zabrze,Polski Ekstraklasa (POL 1),Poland,183,78, Average
14511,Dapo Afolayan,65,LM,Normal,550.0,3,3,M \ M,81,56,58,66,33,57,33,351,1631,Bolton,EFL League One (ENG 3),England,180,70, Average
14513,Nnamdi Ofoborh,65,CDM,Normal,1400.0,2,3,M \ M,72,54,57,64,62,72,6,381,1801,Rangers,Scottish Premiership (SPFL),Nigeria,175,80, Stocky
14514,Manu Hernando,65,CB,Normal,1400.0,2,3,M \ M,62,42,49,58,66,71,0,348,1624,CD Tondela,Liga NOS (POR 1),Spain,183,70, Average
14515,Yuta Goke,65,RM,Normal,550.0,3,3,M \ M,68,60,63,64,45,65,-2,365,1693,Vissel Kobe,Meiji Yasuda J1 (JPN 1),Japan,183,74, Lean
14516,Alessandro Buongiorno,65,CB,Normal,700.0,2,3,M \ M,59,43,52,54,65,66,12,339,1606,Torino,Serie A TIM,Italy,194,80, High & Average+
14517,Felix Hörberg,65,RWB,Normal,500.0,3,2,M \ M,85,48,58,64,54,60,0,369,1676,Östersunds FK,Allsvenskan (SWE 1),Sweden,180,74, Lean
14518,Dion Pereira,65,LM,Normal,650.0,3,3,M \ M,77,64,58,69,34,51,4,353,1673,Luton Town,EFL Championship (ENG 2),England,175,70, Lean
14519,Bali Mumba,65,RB,Normal,550.0,2,3,H \ M,75,45,58,70,62,55,7,365,1711,Norwich,Premier League,England,163,61, Short & Lean-
14520,Philipp Sander,65,CM,Normal,750.0,2,3,M \ M,79,55,62,68,53,66,0,383,1746,Holstein Kiel,Bundesliga 2 (GER 2),Germany,185,76, High & Average+
14521,Christopher Braun,65,RB,Normal,700.0,3,4,M \ M,72,36,59,60,60,69,1,356,1608,FC Botoșani,Liga I (ROM 1),Germany,181,81, Average
14523,Brian White,65,ST,Normal,600.0,2,4,H \ H,75,63,50,66,41,71,9,366,1713,Whitecaps FC,Major League Soccer,United States,178,77, Average
14524,Tom Barlow,65,ST,Normal,700.0,2,4,H \ M,76,63,50,59,35,74,0,357,1672,NY Red Bulls,Major League Soccer,United States,188,84, High & Average
14527,Juan Cruz,65,LM,Normal,700.0,3,3,M \ M,77,62,61,69,34,39,2,342,1625,Real Betis,LaLiga Santander,Spain,177,72, Average
14529,Dylan Wenzel-Halls,65,ST,Normal,500.0,3,3,H \ L,80,68,51,67,24,65,3,355,1655,Western United,A-League (AUS 1),Australia,175,70, Lean
14531,Craig Sibbald,65,CM,Normal,700.0,3,3,M \ M,80,59,62,69,58,58,3,386,1837,Livingston,Scottish Premiership (SPFL),Scotland,170,70, Short & Lean-
14532,André Ferreira,65,GK,Normal,700.0,1,2,M \ M,66,65,55,68,38,63,2,355,866,Paços Ferreira,Liga NOS (POR 1),Portugal,193,79, High & Average
14534,Semi Belkahia,65,CB,Normal,700.0,2,4,M \ M,70,37,42,56,63,77,6,345,1513,1860 München,3. Liga (GER 3),Germany,193,89, High & Average
14535,Tarsis Bonga,65,RM,Normal,650.0,2,3,M \ M,81,59,52,67,32,71,15,362,1595,VfL Bochum,Bundesliga,Germany,197,89, High & Average
14536,Alexander Rossipal,65,LWB,Normal,700.0,2,3,M \ M,71,42,56,60,63,64,3,356,1652,SV Waldhof,3. Liga (GER 3),Germany,184,78, Average
14538,Luke Jephcott,65,ST,Normal,700.0,3,3,M \ M,77,64,54,65,29,69,6,358,1692,Plymouth Argyle,EFL League One (ENG 3),Wales,177,75, Average
14540,Kelland Watts,65,CB,Normal,500.0,2,4,M \ M,59,48,54,57,63,74,0,355,1638,Wigan Athletic,EFL League One (ENG 3),England,192,75, High & Average+
14541,Yannis Letard,65,CB,Normal,1000.0,2,4,M \ M,77,29,42,50,65,73,4,336,1503,LASK,Ö Bundesliga (AUT 1),France,188,86, High & Average
14542,Ross Stewart,65,ST,Normal,650.0,2,3,H \ M,71,63,51,58,26,69,26,338,1545,Sunderland,EFL League One (ENG 3),Scotland,193,81, High & Average+
14543,Edson Gutiérrez,65,RB,Normal,700.0,2,3,M \ H,59,33,58,60,64,69,1,343,1607,Rayados,LIGA BBVA MX (MEX 1),Mexico,176,67, Average
14544,Harouna Sy,65,LB,Normal,650.0,2,3,H \ M,76,38,52,63,60,69,1,358,1634,Amiens SC,Ligue 2 (FRA 2),France,170,75, Short and Balanced
14546,Jürgen Heil,65,CDM,Normal,600.0,3,3,M \ M,69,57,62,66,62,72,19,388,1811,TSV Hartberg,Ö Bundesliga (AUT 1),Austria,176,70, Average
14549,İlkay Durmuş,65,LM,Normal,700.0,3,3,M \ H,81,60,62,64,54,56,7,377,1781,Lechia Gdańsk,Polski Ekstraklasa (POL 1),Turkey,180,73, Lean
14550,Gavin Whyte,65,RM,Normal,1300.0,3,3,M \ H,78,58,59,67,35,42,7,339,1575,Oxford United,EFL League One (ENG 3),Northern Ireland,175,67, Lean
14551,Ronaldo Prieto,65,LB,Normal,600.0,2,4,H \ M,81,58,62,67,57,61,11,386,1824,Santos Laguna,LIGA BBVA MX (MEX 1),Mexico,172,63, Lean
14552,Mariusz Malec,65,CB,Normal,1000.0,2,2,M \ H,54,31,40,42,64,73,1,304,1387,Pogoń Szczecin,Polski Ekstraklasa (POL 1),Poland,190,84, High & Average+
14553,Augusto Schott,65,RB,Normal,700.0,2,4,M \ M,78,31,52,62,60,56,-1,339,1566,Club Atlético Platense,Primera División (ARG 1),Argentina,175,72, Average
14556,Tobias Lawal,65,GK,Normal,650.0,1,3,M \ M,67,63,62,66,30,65,2,353,675,LASK,Ö Bundesliga (AUT 1),Austria,195,84, High & Average
14557,Si Young Lee,65,RB,Normal,1000.0,2,2,M \ M,75,39,51,62,62,63,3,352,1588,Seongnam FC,K League 1 (KOR 1),Korea Republic,173,65, Average
14558,Martín Pascual Castillo,65,CB,Normal,550.0,2,3,M \ M,58,25,41,42,66,59,-1,291,1365,Villarreal CF,LaLiga Santander,Spain,190,78, High & Average
14559,Sergio Moreno Martínez,65,ST,Normal,1400.0,2,3,M \ M,72,62,49,65,19,52,3,319,1490,Rayo Vallecano,LaLiga Santander,Spain,178,75, Average
14563,Claudio Gomes,65,CDM,Normal,700.0,3,3,L \ H,64,54,60,63,64,61,4,366,1740,Barnsley,EFL Championship (ENG 2),France,180,70, Lean
14564,Walter Pérez,65,LB,Sudamericana,600.0,3,2,M \ M,72,56,58,68,59,68,1,381,1774,Huracán,CONMEBOL Sudamericana,Argentina,175,76, Average
14565,Nabil Alioui,65,LM,Normal,500.0,3,4,M \ L,69,64,61,70,28,55,3,347,1646,Havre AC,Ligue 2 (FRA 2),France,175,64, Average
14567,Georginio Rutter,65,ST,Normal,700.0,3,5,M \ M,77,64,54,66,23,59,82,343,1571,TSG Hoffenheim,Bundesliga,France,182,83, Average
14568,Álvaro Barreal,65,RW,Normal,1400.0,3,3,M \ L,79,63,56,69,41,56,-2,364,1721,FC Cincinnati,Major League Soccer,Argentina,172,66, Average
14569,Alexander Groiß,65,CDM,Normal,550.0,2,3,M \ H,55,46,53,52,64,79,0,349,1602,Saarbrücken,3. Liga (GER 3),Germany,189,86, High & Average
14570,Itaitinga,65,LM,Normal,800.0,3,3,H \ M,73,65,57,69,20,62,0,346,1604,FC Sion,Raiffeisen Super L. (SUI 1),Brazil,181,84, Stocky
14571,Denis Drăguș,65,ST,Normal,4800.0,2,2,M \ L,74,65,50,66,19,70,6,344,1623,Standard Liège,1A Pro League (BEL 1),Romania,185,79, High & Average
14574,Näis Djouahra,65,LM,Normal,650.0,4,2,M \ L,72,60,61,72,30,55,2,350,1612,Real Sociedad B,LaLiga SmartBank (ESP 2),France,171,67, Average
14575,Luc Ihorst,65,ST,Normal,10000.0,2,4,M \ M,82,62,50,59,29,70,4,352,1569,Braunschweig,3. Liga (GER 3),Germany,188,81, High & Average
14577,Eliano Reijnders,65,RW,Normal,700.0,3,3,M \ M,82,56,60,67,45,43,-1,353,1663,PEC Zwolle,Eredivisie,Netherlands,170,60, Short & Lean
14578,Takayoshi Ishihara,65,LB,Normal,600.0,3,3,M \ M,75,61,62,66,59,62,0,385,1806,Vegalta Sendai,Meiji Yasuda J1 (JPN 1),Japan,172,67, Average
14579,Noah Fadiga,65,RB,Normal,1500.0,3,5,H \ M,79,49,57,66,59,67,4,377,1714,Heracles Almelo,Eredivisie,Belgium,187,78, High & Average+
14580,Facundo Almada,65,CB,Sudamericana,550.0,2,2,M \ M,68,37,43,55,66,65,-1,334,1528,Rosario Central ,CONMEBOL Sudamericana,Argentina,180,72, Average
14581,Osame Sahraoui,65,LW,Normal,500.0,4,3,M \ M,78,48,63,72,41,51,19,353,1672,Vålerenga Fotball,Eliteserien (NOR 1),Norway,164,53, Short & Lean
14583,Lucien Agoume,65,CM,Normal,700.0,3,3,M \ M,56,54,60,66,55,66,5,357,1695,Stade Brestois 29,Ligue 1,France,185,72, High & Average+
14584,Akira Ibayashi,65,CB,Normal,650.0,2,2,M \ M,48,29,52,45,67,63,6,304,1501,Shimizu S-Pulse,Meiji Yasuda J1 (JPN 1),Japan,179,70, Lean
14588,Toichi Suzuki,65,LB,Normal,600.0,3,2,H \ M,70,55,60,67,57,64,0,373,1750,Lausanne-Sport,Raiffeisen Super L. (SUI 1),Japan,165,60, Short & Lean-
14591,Jamal Maroof,65,RM,Normal,1000.0,3,2,H \ H,84,64,56,63,39,61,0,367,1683,Al Ain FC,United Emirates L. (UAE 1),United Arab Emirates,175,72, Average
14592,Ismail Ahmed,65,CB,Normal,700.0,2,3,L \ M,40,44,43,46,64,73,3,310,1490,Al Ain FC,United Emirates L. (UAE 1),United Arab Emirates,191,88, High & Average
14594,Júnior Brumado,65,ST,Normal,600.0,3,3,M \ M,76,61,49,68,29,78,5,361,1631,FC Midtjylland,3F Superliga (DEN 1),Brazil,190,88, High & Average
14596,Joël Piroe,65,ST,Normal,550.0,3,4,M \ M,60,66,52,64,28,68,19,338,1600,Swansea City,EFL Championship (ENG 2),Netherlands,185,74, High & Average
14597,Shunki Higashi,65,LB,Normal,700.0,2,2,M \ M,67,61,64,65,62,66,0,385,1784,S-Hiroshima,Meiji Yasuda J1 (JPN 1),Japan,180,69, Lean
14598,Jake Larsson,65,RM,Normal,600.0,3,3,M \ M,78,58,55,66,43,64,1,364,1651,Örebro SK,Allsvenskan (SWE 1),Sweden,179,72, Average
14600,Edwin Cerrillo,65,CDM,Normal,650.0,2,3,M \ M,64,43,58,58,60,70,1,353,1640,FC Dallas,Major League Soccer,United States,178,82, Average
14601,Felix Mambimbi,65,ST,Normal,1400.0,3,4,H \ M,88,64,53,72,24,55,28,356,1657,BSC Young Boys,Raiffeisen Super L. (SUI 1),Switzerland,171,64, Lean
14602,Frankie Amaya,65,CM,Normal,500.0,2,3,H \ H,72,54,60,66,64,64,0,380,1780,NY Red Bulls,Major League Soccer,United States,165,66, Short & Lean-
14605,Iron Gomis,65,CM,Normal,750.0,3,3,M \ M,70,54,64,69,55,65,1,377,1756,Amiens SC,Ligue 2 (FRA 2),France,175,66, Average
14606,Saúl Torres,65,RB,Libertadores,1500.0,2,3,H \ M,71,29,53,52,60,69,0,334,1519,The Strongest,CONMEBOL Libertadores,Bolivia,180,68, Average
14607,Ionuț Balaur,65,CB,Normal,1500.0,2,3,M \ M,60,39,47,49,65,72,1,332,1554,CS Mioveni,Liga I (ROM 1),Romania,188,83, High & Average
14609,Mihai Căpățînă,65,CAM,Normal,700.0,3,2,M \ M,68,62,64,66,31,65,1,356,1660,Univ. Craiova,Liga I (ROM 1),Romania,177,75, Average
14610,Ionuț Larie,65,CB,Normal,650.0,2,2,L \ H,39,29,48,46,63,74,1,299,1434,FC Farul Constanta,Liga I (ROM 1),Romania,191,86, High & Average
14611,Cătălin Căbuz,65,GK,Normal,600.0,1,2,M \ M,68,61,63,67,35,64,0,358,746,Chindia,Liga I (ROM 1),Romania,187,79, High & Average
14613,Răzvan Grădinaru,65,RM,Normal,600.0,3,2,M \ M,78,62,61,64,54,64,2,383,1773,Gaz Metan Mediaș,Liga I (ROM 1),Romania,180,77, Average
14616,Ionuț Vînă,65,CM,Normal,700.0,3,3,H \ M,73,61,59,67,63,71,2,394,1859,Univ. Craiova,Liga I (ROM 1),Romania,180,73, Average
14617,Ilya Gaponov,65,CB,Normal,700.0,2,3,M \ M,64,28,44,44,65,65,0,310,1459,Spartak Moscow,League of Russia (RUS 1),Russia,185,75, High & Average
14618,Thore Pedersen,65,LB,Normal,600.0,2,3,M \ M,70,52,59,62,63,67,-3,373,1705,FK Haugesund,Eliteserien (NOR 1),Norway,184,70, Average
14619,Isaac Atanga,65,RW,Normal,650.0,3,2,M \ M,88,60,54,67,28,57,2,354,1640,FC Cincinnati,Major League Soccer,Ghana,173,65, Lean
14620,Daniel Hanslik,65,RM,Normal,1000.0,3,2,M \ L,72,64,59,63,25,69,5,352,1662,Kaiserslautern,3. Liga (GER 3),Germany,186,81, High & Average
14622,Saidt Mustafá,65,GK,Sudamericana,700.0,1,3,M \ M,65,64,65,65,26,63,4,348,619,Guabirá,CONMEBOL Sudamericana,Bolivia,187,75, High & Average+
14624,Marvin Ekpiteta,65,CB,Normal,10000.0,2,1,M \ M,69,28,46,51,64,74,0,332,1481,Blackpool,EFL Championship (ENG 2),England,193,84, High & Average+
14627,Laros Duarte,65,CM,Normal,700.0,2,4,M \ M,65,58,65,67,57,66,1,378,1794,FC Groningen,Eredivisie,Netherlands,180,67, Average
14628,Loïc Bessilé,65,CB,Normal,650.0,2,2,M \ M,69,34,48,58,65,66,0,340,1563,Sp. Charleroi,1A Pro League (BEL 1),Togo,183,82, Average
14629,Cristian Costin,65,RB,Normal,700.0,2,3,H \ H,80,43,58,61,57,63,1,362,1651,FC Voluntari,Liga I (ROM 1),Romania,177,73, Lean
14630,Nassim Ouammou,65,LWB,Normal,1400.0,3,2,M \ M,71,51,63,68,56,57,2,366,1677,Rodez AF,Ligue 2 (FRA 2),France,181,73, Lean
14631,Cornel Dinu,65,LB,Normal,500.0,2,3,M \ M,72,33,52,60,60,71,1,348,1614,Chindia,Liga I (ROM 1),Romania,175,70, Average
14633,Adrian Șut,65,CDM,Normal,650.0,2,2,H \ H,71,60,61,62,61,72,2,387,1791,FCSB,Liga I (ROM 1),Romania,186,77, High & Average+
14635,Ellis Simms,65,ST,Normal,600.0,3,4,M \ L,74,65,52,63,25,68,8,347,1631,Everton,Premier League,England,183,73, Average
14636,Sven Köhler,65,CDM,Normal,800.0,2,3,M \ M,59,56,60,63,62,71,18,371,1746,VfL Osnabrück,3. Liga (GER 3),Germany,185,72, High & Average
14637,Jakov Medić,65,CB,Normal,650.0,2,3,M \ M,64,48,54,56,62,80,5,364,1622,FC St. Pauli,Bundesliga 2 (GER 2),Croatia,193,91, High & Average
14638,Thomas Keller,65,CB,Normal,750.0,2,3,M \ M,65,34,48,48,64,72,0,331,1526,FC Ingolstadt,Bundesliga 2 (GER 2),Germany,186,80, High & Average
14639,Maudo Lamine Jarjué,65,CB,Normal,700.0,2,3,M \ M,63,35,46,55,63,77,1,339,1486,IF Elfsborg,Allsvenskan (SWE 1),Gambia,188,88, High & Average
14640,Lazarous Kambole,65,ST,Normal,500.0,2,4,H \ M,73,66,49,64,24,64,8,340,1595,Kaizer Chiefs,South African FL (RSA 1),Zambia,186,80, High & Average
14641,Enea Mihaj,65,CB,Normal,1200.0,2,2,L \ M,57,42,50,48,66,68,0,331,1543,PAOK,Hellas Liga (GRE 1),Albania,186,78, High & Average
14642,Siemen Voet,65,CB,Normal,2000.0,2,3,M \ M,55,39,41,51,67,67,6,320,1438,PEC Zwolle,Eredivisie,Belgium,191,77, High & Average+
14644,Lennerd Daneels,65,LW,Normal,650.0,3,3,M \ M,77,58,58,69,27,59,0,348,1616,RKC Waalwijk,Eredivisie,Belgium,172,74, Average
14645,Dean Huiberts,65,CM,Normal,600.0,3,3,M \ M,72,49,62,71,60,60,1,374,1774,PEC Zwolle,Eredivisie,Netherlands,179,65, Lean
14646,Charles Boli,65,RM,Normal,650.0,4,3,H \ M,68,57,61,70,45,44,9,345,1626,RC Lens,Ligue 1,France,175,65, Lean
14647,Michał Skóraś,65,RM,Normal,650.0,3,3,H \ M,82,51,59,65,36,64,3,357,1631,Lech Poznań,Polski Ekstraklasa (POL 1),Poland,172,64, Average
14648,Rui Miguel Guerra Pires,65,CM,Normal,650.0,2,3,M \ M,63,47,62,66,66,71,0,375,1751,Paços Ferreira,Liga NOS (POR 1),Portugal,184,71, Lean
14650,George Cîmpanu,65,RW,Normal,700.0,2,3,M \ L,82,58,56,67,35,63,2,361,1657,Univ. Craiova,Liga I (ROM 1),Romania,178,67, Lean
14652,Ștefan Baiaram,65,LW,Normal,700.0,3,3,M \ M,86,54,59,64,29,53,3,345,1550,Univ. Craiova,Liga I (ROM 1),Romania,185,70, High & Average+
14653,Hianga'a Mbock,65,CM,Normal,650.0,3,3,M \ M,63,58,61,68,60,66,5,376,1731,Stade Brestois 29,Ligue 1,France,186,82, High & Average
14654,Israel Reyes,65,CB,Normal,700.0,2,4,M \ M,66,51,58,62,66,57,3,360,1726,Puebla,LIGA BBVA MX (MEX 1),Mexico,179,75, Average
14655,Betim Fazliji,65,CB,Normal,600.0,2,2,H \ M,54,37,53,57,64,75,4,340,1605,FC St. Gallen,Raiffeisen Super L. (SUI 1),Kosovo,186,79, High & Average
14658,Juan Manuel Sanabria,65,RM,Normal,1000.0,3,3,M \ M,71,60,62,66,55,66,1,380,1787,Atlético de San Luis,LIGA BBVA MX (MEX 1),Uruguay,173,68, Lean
14661,Kota Watanabe,65,CM,Normal,700.0,3,4,M \ H,63,55,64,70,53,51,0,356,1734,Yokohama F･M,Meiji Yasuda J1 (JPN 1),Japan,165,61, Short and Balanced
14662,Marco Burch,65,CB,Normal,600.0,2,3,M \ M,67,32,48,50,66,70,0,333,1534,FC Luzern,Raiffeisen Super L. (SUI 1),Switzerland,182,74, Average
14663,Tarık Çetin,65,GK,Normal,700.0,1,2,M \ M,64,65,62,73,20,62,1,346,590,Çaykur Rizespor,Süper Lig (TUR 1),Turkey,193,86, High & Average
14664,Leon Flach,65,CM,Normal,400.0,2,3,H \ H,81,52,61,68,63,62,5,387,1751,Philadelphia,Major League Soccer,United States,181,75, Lean
14667,Gabriele Zappa,65,RB,Normal,650.0,2,2,M \ M,70,32,57,61,60,56,4,336,1549,Cagliari,Serie A TIM,Italy,183,78, Lean
14668,Di'Shon Bernard,65,CB,Normal,1400.0,2,3,H \ M,68,39,48,52,64,77,5,348,1580,Hull City,EFL Championship (ENG 2),England,189,81, High & Average+
14669,Mario-Jason Kikonda,65,CDM,Normal,750.0,3,3,M \ M,65,51,61,65,61,67,1,370,1731,USL Dunkerque,Ligue 2 (FRA 2),France,175,76, Average
14670,Georgi Pashov,65,RB,Normal,750.0,3,3,M \ M,82,44,54,58,60,68,2,366,1640,Academica,Liga I (ROM 1),Bulgaria,184,74, Average
14672,Gastón Comas,65,CM,Sudamericana,600.0,2,4,M \ M,72,59,64,70,56,58,0,379,1826,Unión,CONMEBOL Sudamericana,Argentina,174,70, Lean
14673,Gabriel Florentín,65,CM,Libertadores,1500.0,2,3,H \ M,68,59,64,68,57,63,-2,379,1782,Argentinos Jrs.,CONMEBOL Libertadores,Argentina,173,70, Average
14674,Rodrigo Abascal,65,CB,Normal,1000.0,2,3,M \ M,64,44,49,54,63,76,0,350,1629,Boavista FC,Liga NOS (POR 1),Uruguay,187,87, High & Average
14677,Gift Links,65,RW,Normal,600.0,3,3,H \ M,85,53,53,74,24,46,2,335,1532,Aarhus AGF,3F Superliga (DEN 1),South Africa,170,60, Short & Lean
14678,Eric Kahl,65,LB,Normal,500.0,3,3,H \ M,79,35,58,66,59,64,4,361,1674,Aarhus AGF,3F Superliga (DEN 1),Sweden,178,69, Average
14679,Daniel Morales,65,LW,Sudamericana,750.0,2,2,H \ M,73,58,59,70,32,67,-1,359,1727,Sport Huancayo,CONMEBOL Sudamericana,Peru,175,70, Lean
14680,Luis Demiquel,65,RB,Libertadores,700.0,2,3,M \ M,76,38,57,64,62,70,-4,367,1678,The Strongest,CONMEBOL Libertadores,Bolivia,185,75, High & Average+
14681,Erik López,65,ST,Normal,800.0,2,3,H \ L,64,67,44,60,25,71,2,331,1545,Atlanta United,Major League Soccer,Paraguay,176,68, Average
14682,Leonardo Campana,65,ST,Normal,700.0,3,4,H \ M,67,67,48,62,29,59,7,332,1556,Grasshoppers,Raiffeisen Super L. (SUI 1),Ecuador,187,76, High & Average
14683,Víctor Balta,65,CB,Sudamericana,700.0,2,2,L \ H,72,48,51,48,63,75,-2,357,1669,Sport Huancayo,CONMEBOL Sudamericana,Peru,186,75, High & Stocky
14684,Alfredo Rojas,65,CDM,Sudamericana,500.0,2,3,M \ H,57,35,56,53,62,68,1,331,1520,Sport Huancayo,CONMEBOL Sudamericana,Peru,173,75, Average
14685,Leonardo Villar,65,CDM,Sudamericana,650.0,2,2,M \ H,67,57,62,59,65,68,1,378,1767,Sport Huancayo,CONMEBOL Sudamericana,Peru,182,81, Average
14687,Gerson Barreto,65,CAM,Libertadores,900.0,3,3,M \ H,64,71,63,68,44,67,-2,377,1808,Universitario,CONMEBOL Libertadores,Peru,175,75, Average
14688,Emanuel Gularte,65,CB,Normal,700.0,2,2,H \ M,53,29,34,45,64,73,-1,298,1409,Puebla,LIGA BBVA MX (MEX 1),Uruguay,189,83, High & Average
14692,Nelson Cabanillas,65,RW,Libertadores,850.0,2,3,H \ M,73,61,64,68,34,64,-2,364,1740,Universitario,CONMEBOL Libertadores,Peru,170,66, Short & Lean
14693,Juan Ignacio Nardoni,65,CM,Sudamericana,700.0,2,3,M \ M,72,55,63,68,53,57,1,368,1761,Unión,CONMEBOL Sudamericana,Argentina,169,59, Short & Lean-
